date,ticker,signal,pred_rank,y_pred,y_true,K,execution_date_note
2021-07-30,XOM,1,3,0.00025893562,0.0001736865,3,execute_at_open_t+1
2021-08-02,GE,1,1,0.0021574069,0.024159085,3,execute_at_open_t+1
2021-08-02,IBM,1,2,0.00037860125,0.018565107,3,execute_at_open_t+1
2021-08-02,JNJ,1,3,0.00028480776,0.012231157,3,execute_at_open_t+1
2021-08-03,GE,1,1,-0.0002081031,-0.0014565231,3,execute_at_open_t+1
2021-08-03,MSFT,1,2,-0.000573311,-0.0021268073,3,execute_at_open_t+1
2021-08-03,GOOGL,1,3,-0.00063875224,-0.0037266137,3,execute_at_open_t+1
2021-08-04,XOM,1,1,0.00075848214,0.006313595,3,execute_at_open_t+1
2021-08-04,CVX,1,2,0.0006875079,0.009229461,3,execute_at_open_t+1
2021-08-04,GE,1,3,0.0004443368,0.0010683243,3,execute_at_open_t+1
2021-08-05,GE,1,1,0.0006626826,0.014455296,3,execute_at_open_t+1
2021-08-05,IBM,1,2,0.00024105702,0.00920316,3,execute_at_open_t+1
2021-08-05,JNJ,1,3,4.9294904e-05,-0.0033448704,3,execute_at_open_t+1
2021-08-06,JNJ,1,1,0.00027151406,0.0034600114,3,execute_at_open_t+1
2021-08-06,AAPL,1,2,0.00017589983,-0.00034219623,3,execute_at_open_t+1
2021-08-06,GOOGL,1,3,-1.1172146e-05,0.008615447,3,execute_at_open_t+1
2021-08-09,GE,1,1,0.0010013366,0.022594985,3,execute_at_open_t+1
2021-08-09,CVX,1,2,0.00051063206,0.018089753,3,execute_at_open_t+1
2021-08-09,XOM,1,3,0.00021569058,0.016987754,3,execute_at_open_t+1
2021-08-10,MSFT,1,1,0.0002006013,0.0017788945,3,execute_at_open_t+1
2021-08-10,JNJ,1,2,0.00016693212,0.0001726271,3,execute_at_open_t+1
2021-08-10,AAPL,1,3,-2.8757378e-05,0.0017841219,3,execute_at_open_t+1
2021-08-11,GE,1,1,0.0003672503,0.0045163794,3,execute_at_open_t+1
2021-08-11,GOOGL,1,2,0.00023018196,0.006691728,3,execute_at_open_t+1
2021-08-11,JNJ,1,3,0.000110517256,0.008022966,3,execute_at_open_t+1
2021-08-12,GE,1,1,0.00038664695,-0.015134606,3,execute_at_open_t+1
2021-08-12,GOOGL,1,2,-0.00027195457,0.0038811127,3,execute_at_open_t+1
2021-08-12,CVX,1,3,-0.00031607598,-0.0066471407,3,execute_at_open_t+1
2021-08-13,GE,1,1,0.0015547983,-0.015076869,3,execute_at_open_t+1
